Day,Month,Year,Time of Call,Incident Number,X Coordinate,Y Coordinate,Unitary Authority,Ward,Origin of Call,Incident Category,Property Category,Property Type,Is Primary Fire,Cause of Fire,Is Property Derelict?,Is Property Occupied at the Incident?,Property Normally Occupied?,Is Fire Confined to Chimney?,How Fire Was Discovered?,Main Cause of Fire,Ignition Source,Ignition Source Powered,Item First Damaged,Item Responsible for Spread of Fire,Main action by Other Than FRS,Main Action by FRS,Special Service Type,Road Traffic Collision,False Alarm Reason,Victims Involved?,Were Alarm Systems Present?,No. of fatalities,No. of fire fatalities,No. of injuries,No. of rescues
3,July,2014,19:17:45,005730-03072014,359***,174***,BRISTOL,ASHLEY,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Entertainment and culture > Community centre/Village or Parish Hall,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,
3,July,2014,20:13:34,005733-03072014,374***,164***,BANES,OLDFIELD,Person (land line),Fire,Outdoor,Outdoor > Other outdoors (including land) > Other outdoor location,no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
3,July,2014,20:45:53,005735-03072014,357***,179***,BRISTOL,HENBURY,Person (mobile),Special Service,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,
3,July,2014,21:13:00,005738-03072014,361***,174***,BRISTOL,EASTON,Person (mobile),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
3,July,2014,21:34:34,005740-03072014,360***,168***,BRISTOL,HENGROVE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > TV/film/music/art studio,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
3,July,2014,20:44:24,005734-03072014,347***,171***,N SOM,NAILSEA NORTH AND WEST,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Converted office,,,,,,,,,,,,,,,,,Malicious False Alarm > Activation of fire call point/alarm,no,,,,,
3,July,2014,21:54:24,005741-03072014,359***,174***,BRISTOL,ASHLEY,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
4,July,2014,00:17:17,005745-04072014,367***,172***,S GLOS,PARKWALL,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
4,July,2014,00:46:31,005746-04072014,357***,176***,BRISTOL,WESTBURY-ON-TRYM,Police,Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
4,July,2014,03:19:40,005747-04072014,347***,171***,N SOM,NAILSEA NORTH AND WEST,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
4,July,2014,04:12:08,005749-04072014,333***,160***,N SOM,WESTON-SUPER-MARE SOUTH,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Department Store,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
4,July,2014,05:54:39,005753-04072014,363***,174***,BRISTOL,ST GEORGE WEST,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Malicious False Alarm > By phone,no,,,,,
4,July,2014,07:16:47,005755-04072014,359***,173***,BRISTOL,LAWRENCE HILL,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
4,July,2014,07:16:36,005754-04072014,345***,175***,N SOM,PORTISHEAD REDCLIFFE BAY,AFA from call centre,False Alarm,NonResidential,"Building > Non Residential > Public admin, security and safety > Police station",,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,
4,July,2014,07:52:43,005756-04072014,345***,175***,N SOM,PORTISHEAD REDCLIFFE BAY,Person (mobile),False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Call Centre,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,
4,July,2014,09:33:00,005761-04072014,363***,175***,BRISTOL,HILLFIELDS,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Steam,no,,,,,
4,July,2014,10:54:07,005762-04072014,360***,174***,BRISTOL,LAWRENCE HILL,Police,Special Service,RoadVehicle,Road Vehicle > Motorcycle,,,,,,,,,,,,,,,"RTC, Wash down road",yes,,no,,,,,
4,July,2014,11:49:10,005763-04072014,361***,179***,S GLOS,FILTON,Person (land line),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – own property,no,,,,,,,,,,,,,no,,no,,,,,
4,July,2014,12:30:18,005764-04072014,359***,170***,BRISTOL,FILWOOD,Person (land line),Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Negligent use of equipment or appliance (heat source),Cooking appliance -> Ring/hot plate (separate appliance),Electric,"Foam, rubber, plastic -> Plastic – raw material only","Foam, rubber, plastic -> Plastic – raw material only",None,None -> No firefighting,,no,,no,no,,,,
4,July,2014,12:52:15,005766-04072014,376***,165***,BANES,BATHWICK,Person (land line),Fire,NonResidential,Building > Non Residential > Private garage,yes,Accidental,no,no,No - unoccupied permanently (vacant),no,Person running call,Accidental;  Careless handling - due to careless disposal,Smoking Related -> Smoking materials ,Not applicable,Clothing/Textiles  -> Other textiles,Clothing/Textiles  -> Other textiles,None,,,no,,no,no,,,,
4,July,2014,12:53:22,005768-04072014,364***,181***,S GLOS,BRADLEY STOKE BAILEYS COURT,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Industrial Manufacturing > Factory,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
4,July,2014,13:26:44,005772-04072014,354***,177***,BRISTOL,AVONMOUTH,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Secondary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,
4,July,2014,14:33:19,005778-04072014,336***,163***,N SOM,WESTON-SUPER-MARE SOUTH WORLE,AFA from call centre,False Alarm,OtherResidential,Building > Other Residential > Other Residential Home,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
4,July,2014,14:44:37,005779-04072014,353***,178***,BRISTOL,AVONMOUTH,Person (mobile),False Alarm,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Overheating appliance,no,,,,,
4,July,2014,13:54:47,005773-04072014,359***,172***,BRISTOL,LAWRENCE HILL,Person (mobile),Fire,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Careless handling - due to careless disposal,Not known,Not applicable,Rubbish/Waste/Recycling -> Rubbish/Waste material,Rubbish/Waste/Recycling -> Rubbish/Waste material,Water from bucket/container,None -> No firefighting,,no,,no,yes,,,,
4,July,2014,16:13:25,005783-04072014,332***,161***,N SOM,WESTON-SUPER-MARE CENTRAL,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
4,July,2014,16:13:19,005784-04072014,334***,161***,N SOM,WESTON-SUPER-MARE EAST,Person (mobile),False Alarm,RoadVehicle,Road Vehicle > Van,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Vehicle,no,,,,,
4,July,2014,16:00:50,005781-04072014,362***,175***,BRISTOL,EASTVILLE,AFA from call centre,Fire,Dwelling,Building > Dwelling > Self contained Sheltered Housing,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Combustible articles too close to heat source (or fire),Smoking Related -> Smoking materials ,Not applicable,"Rubbish/Waste/Recycling -> Recycling - paper, cardboard","Rubbish/Waste/Recycling -> Recycling - paper, cardboard",None,None -> No firefighting,,no,,no,yes,,,,
4,July,2014,17:00:04,005791-04072014,333***,160***,N SOM,WESTON-SUPER-MARE SOUTH,Police,False Alarm,OutdoorStructure,Outdoor > Outdoor structures > Refuse/rubbish tip,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
4,July,2014,17:26:35,005794-04072014,358***,177***,BRISTOL,HORFIELD,Person (land line),Special Service,NonResidential,"Building > Non Residential > Public admin, security and safety > Fire station",,,,,,,,,,,,,,,"Removal of objects from people, Ring removal",no,,no,,,,,
4,July,2014,16:42:49,005789-04072014,368***,184***,S GLOS,LADDEN BROOK,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Stately Home,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Dust,no,,,,,
4,July,2014,16:15:01,005785-04072014,368***,178***,S GLOS,BOYD VALLEY,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Outdoor storage,yes,Accidental,no,,,,Person running call,Accidental;  Careless handling - due to careless disposal,Smoking Related -> Smoking materials ,Not applicable,Rubbish/Waste/Recycling -> Rubbish/Waste material,Rubbish/Waste/Recycling -> Rubbish/Waste material,Water from garden hose,,,no,,no,,,,,
4,July,2014,18:24:47,005795-04072014,360***,171***,BRISTOL,WINDMILL HILL,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
4,July,2014,20:37:05,005800-04072014,341***,171***,N SOM,CLEVEDON CENTRAL,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,,,Malicious False Alarm > Activation of fire call point/alarm,no,,,,,
4,July,2014,19:51:49,005798-04072014,360***,173***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,"Building > Non Residential > Public admin, security and safety > Other public buildings",,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
4,July,2014,20:54:44,005801-04072014,370***,181***,S GLOS,WESTERLEIGH,Person (mobile),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
4,July,2014,21:21:01,005802-04072014,358***,173***,BRISTOL,CABOT,Person (mobile),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Park,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
4,July,2014,21:50:30,005803-04072014,360***,173***,BRISTOL,LAWRENCE HILL,Police,Special Service,NonResidential,Building > Non Residential > Transport buildings > Train station - elsewhere,,,,,,,,,,,,,,,"Assist other agencies, Assistance to other agencies",no,,no,,,,,
4,July,2014,22:03:02,005804-04072014,367***,178***,S GLOS,SISTON,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Stand by - no action",yes,,yes,,0,0,1,0
4,July,2014,22:09:47,005805-04072014,364***,178***,S GLOS,WINTERBOURNE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
5,July,2014,00:07:18,005808-05072014,361***,175***,BRISTOL,EASTVILLE,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
4,July,2014,23:46:08,005806-04072014,354***,182***,BRISTOL,AVONMOUTH,Police,Special Service,RoadVehicle,Road Vehicle > Multiple Vehicles,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,yes,,0,0,1,0
5,July,2014,01:34:02,005811-05072014,342***,156***,N SOM,BANWELL AND WINSCOMBE,Person (land line),False Alarm,OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Overheating appliance,no,,,,,
5,July,2014,01:44:04,005813-05072014,367***,176***,S GLOS,SISTON,Person (land line),Fire,Outdoor,Outdoor > Other outdoors (including land) > Park,no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
5,July,2014,01:38:43,005812-05072014,375***,171***,BANES,BATHAVON NORTH,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Wash down road",yes,,no,,,,,
5,July,2014,00:42:54,005809-05072014,360***,175***,BRISTOL,ASHLEY,Person (mobile),Special Service,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,"Making Safe (not RTC), Stabilise or otherwise make safe unsafe structure",no,,no,,,,,
5,July,2014,06:43:45,005817-05072014,359***,181***,S GLOS,ALMONDSBURY,Person (land line),Special Service,NonResidential,Building > Non Residential > Retail > Shopping Centre,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,yes,,0,0,0,1
5,July,2014,07:57:18,005819-05072014,347***,177***,N SOM,PORTISHEAD CENTRAL,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Steam,no,,,,,
5,July,2014,08:42:57,005820-05072014,355***,186***,S GLOS,PILNING AND SEVERN BEACH,Police,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Stand by - no action",yes,,no,,,,,
5,July,2014,10:48:23,005821-05072014,360***,175***,BRISTOL,LOCKLEAZE,Person (land line),Special Service,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,"Flooding, Make safe",no,,no,,,,,
5,July,2014,11:24:51,005823-05072014,333***,161***,N SOM,WESTON-SUPER-MARE EAST,Person (mobile),False Alarm,NonResidential,Building > Non Residential > Education > Infant/primary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > External factors > Other,no,,,,,
5,July,2014,12:02:33,005826-05072014,350***,177***,N SOM,EASTON-IN-GORDANO,Person (land line),False Alarm,NonResidential,Building > Non Residential > Industrial Processing > Other,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
5,July,2014,12:36:30,005827-05072014,346***,173***,N SOM,CLEVEDON EAST,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,no,,,,,
5,July,2014,13:17:59,005828-05072014,360***,182***,S GLOS,PATCHWAY,Other,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"Effecting entry/exit, For able bodied person not in distress",no,,no,,,,,
5,July,2014,13:22:24,005829-05072014,366***,174***,S GLOS,KINGS CHASE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
5,July,2014,13:44:28,005830-05072014,351***,178***,BRISTOL,AVONMOUTH,Person (land line),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Smoking,no,,,,,
5,July,2014,14:39:05,005831-05072014,365***,172***,S GLOS,HANHAM,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Other,no,,,,,
5,July,2014,15:35:22,005832-05072014,352***,170***,N SOM,WRAXHALL AND LONG ASHTON,Other,Special Service,Outdoor,Outdoor > Other outdoors (including land) > Highway/road surface/pavement,,,,,,,,,,,,,,,"Medical Incident - Co-responder, Collapse",no,,no,,,,,
5,July,2014,16:01:02,005833-05072014,360***,175***,BRISTOL,LOCKLEAZE,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Water intrusion,no,,,,,
5,July,2014,16:35:36,005835-05072014,361***,174***,BRISTOL,LAWRENCE HILL,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
5,July,2014,16:17:19,005834-05072014,369***,193***,S GLOS,CHARFIELD,Other FRS,Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,yes,,0,0,2,0
5,July,2014,17:28:32,005836-05072014,362***,173***,BRISTOL,EASTON,AFA from call centre,Fire,Dwelling,Building > Dwelling > Self contained Sheltered Housing,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Combustible articles too close to heat source (or fire),Cooking appliance -> Cooker incl oven,Electric,Clothing/Textiles  -> Other textiles,Clothing/Textiles  -> Other textiles,None,Portable extinguishers -> C02 (carbon dioxide) -> mobile unit,,no,,no,yes,,,,
5,July,2014,17:33:59,005838-05072014,366***,179***,S GLOS,WINTERBOURNE,Person (mobile),False Alarm,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Vehicle,no,,,,,
5,July,2014,18:16:51,005840-05072014,366***,178***,S GLOS,SISTON,Person (land line),Fire,Dwelling,Building > Dwelling > Self contained Sheltered Housing,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Combustible articles too close to heat source (or fire),Cooking appliance -> Cooker incl oven,Electric,Other,None,Removal from heat source,None -> No firefighting,,no,,no,yes,,,,
5,July,2014,18:52:26,005841-05072014,340***,172***,N SOM,CLEVEDON NORTH,Person (land line),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Reflected light/sun-light,no,,,,,
5,July,2014,21:20:45,005843-05072014,337***,163***,N SOM,WESTON-SUPER-MARE NORTH WORLE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Secondary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
5,July,2014,21:42:16,005845-05072014,352***,178***,BRISTOL,AVONMOUTH,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
5,July,2014,21:53:21,005846-05072014,364***,174***,BRISTOL,ST GEORGE EAST,Person (land line),False Alarm,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
5,July,2014,21:37:44,005844-05072014,341***,171***,N SOM,CLEVEDON SOUTH,Person (mobile),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Hazardous Materials incident, Class 2: Gases, No containment required",no,,no,,,,,
5,July,2014,22:17:49,005847-05072014,366***,175***,S GLOS,RODWAY,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Education > Infant/primary school,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Other,no,,,,,
